Bidang_IT;Posisi_Pekerjaan;Nama_Perusahaan;Lokasi;Gaji;Syarat_Deskripsi_Pekerjaan;Link_Detail;Skill_Python;Skill_SQL;Skill_Javascript;Skill_PHP;Skill_Java_Kotlin;Skill_Excel;Skill_Cloud_AWS_GCP;Skill_Docker_K8s;Skill_Git;Skill_English;Skill_Agile_Scrum;Skill_Networking_Security;Gaji_Clean
Data Science & Analytics;Business Improvement Ast Manager;Perusahaan Rahasia;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93111859?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Partnership;PT DATACELL INFOMEDIA (PAYDIA);Central Jakarta;IDR Disembunyikan;High exposure to business growth and merchant acquisition | Hands-on experience in partnership and relationship management | Opportunity to work cross-functionally with Operations and Finance teams;https://id.jobstreet.com/job/92724076?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;AI Engineer;PT Digdaya Duta Digital;Setiabudi;IDR Disembunyikan;Competitive salary and comprehensive health benefits | Supportive and collaborative work environment | Career growth and mentoring opportunities;https://id.jobstreet.com/job/92636367?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Operational Manager;PT Ezeelink Indonesia;Central Jakarta;Rp 9.000.000 – Rp 10.000.000 per month;Marketing | Financial Technology;https://id.jobstreet.com/job/92907929?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;1;0;0;0;0;0;0;0;0;9500000.0
Data Science & Analytics;INDIVIDUAL FINANCING ANALYST JAWA TIMUR;PT BANK BTPN SYARIAH Tbk.;East Java;IDR Disembunyikan;THR 2x;https://id.jobstreet.com/job/93022117?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Developer Leader;Yayasan Kesehatan Pertamina;Central Jakarta;Rp 11.000.000 – Rp 16.000.000 per month;Gaji Pokok, Tunjangan | BPJS Kesehatan dan Ketenagakerjaan | Asuransi Kesehatan Tambahan;https://id.jobstreet.com/job/93063573?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;13500000.0
Data Science & Analytics;Sales Manager;Candigolf;Semarang;Rp 13.000.000 – Rp 15.000.000 per month;Bonus dan insentif penjualan | Asuransi Kesehatan, Bpjs Kesehatan dan Bpjs Ketenagakerjaan | Work life balance & jenjang karier;https://id.jobstreet.com/job/92935412?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;14000000.0
Data Science & Analytics;IT Project Manager;PT Aplikanusa Lintasarta;Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92808927?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Oracle Functional Consultant for Financial Module;PT. Metrodata Electronics, Tbk;Kalideres;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92514292?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Head of Product;PT Amartha Mikro Fintek (Jakarta);Kebayoran Lama;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92204251?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Functional Consultant for Workday Financial;PT. Metrodata Electronics, Tbk;Kalideres;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92007860?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;AI Solution Architect Consultant Manager - Banking - WFO - (ID: 705947);PT PERSOL RECRUITMENT INDONESIA;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93060489?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Surveyor Motor (SURVEYOR YOGYAKARTA);PT KB Finansia Multi Finance;Yogyakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93067959?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;DATABASE ADMINISTRATOR;PT Jasuindo Tiga Perkasa Tbk;Sidoarjo;IDR Disembunyikan;Supportive work environment | Positive work culture & values | Career growth;https://id.jobstreet.com/job/92766912?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;ERP Functional;PHINTRACO GROUP;South Jakarta;IDR Disembunyikan;BPJS | Medical Claim | Training;https://id.jobstreet.com/job/92947105?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Specialist System Analysis Development;PT Sanggar Sarana Baja;South Jakarta;IDR Disembunyikan;Health Benefit | Career & Talent Development | Miscellaneous Allowances;https://id.jobstreet.com/job/92718631?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;System Analyst;Perusahaan Rahasia;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92616403?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;PROJECT MANAGER (BRANCH DEVELOPMENT & LOCATION ANALYST);PT. DRW Corpora Indonesia;Yogyakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93000469?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;AI & Data Engineer (Analytics-Focused);Hanwha Life Insurance Indonesia;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92913059?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Analyst - ERP (Fresh Graduate);PT Hashmicro Solusi Indonesia;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92864070?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Analyst Staff;PT. MEKAR ARMADA INVESTAMA;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92821453?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT System Analyst & Support;PT Propan Raya Industrial Coating Chemicals;Sidoarjo;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92993343?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Reporting Administrator;PT. MOTEL ROCKS BALI;Bali;IDR Disembunyikan;Positive work environment with lots of benefits | BPJS Kes & TK + Mandiri Inhealth | Bonuses, team treats, birthday benefits, THR, etc;https://id.jobstreet.com/job/92997322?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Engineer;PT Graha Karya Informasi;South Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92865965?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;IT System Analyst;PT GLOBAL LOYALTY INDONESIA;Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92970049?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Lecturer (Data Science);Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia );North Jakarta;IDR Disembunyikan;Academic scholarship | Opportunities to participate in international training programs | Research and publication support;https://id.jobstreet.com/job/92820882?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;1;0;0;0;0;0;0;0;0;
Data Science & Analytics;Strategic Management Analyst;PT Surya Semesta Internusa, Tbk;South Jakarta;IDR Disembunyikan;Dynamic & broad working experience within our business units | Learning & development opportunities | Benefits beyond salary (Health, Transportation, Meal);https://id.jobstreet.com/job/92791446?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Business Analyst;PT Swadharma Duta Data;Jakarta;Rp 7.000.000 – Rp 9.000.000 per month;Pengembangan Skill & Pendampingan Karier yang Berkelanjutan | Lingkungan kerja supportif dalam pengembangan SDM | Stabilitas dan reputasi perusahaan yang terpercaya;https://id.jobstreet.com/job/92793910?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8000000.0
Data Science & Analytics;Market & Product Research;PT Jakarta Digital Nusantara;West Jakarta;Rp 6.000.000 – Rp 7.000.000 per month;Berperan dalam inovasi produk | Mendalami consumer & market insight | Eksplorasi tren pasar & konsumen;https://id.jobstreet.com/job/93037120?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6500000.0
Data Science & Analytics;Business Process Lead;Perusahaan Rahasia;Jakarta;IDR Disembunyikan;Berperan langsung dalam pengembangan dan perbaikan proses bisnis perusahaan. | Bekerja lintas departemen dengan eksposur tinggi kepada manajemen. | Kesempatan memimpin inisiatif efisiensi dan transformasi operasional.;https://id.jobstreet.com/job/92760555?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Car Financing Supplier Management Staff;PT Sinar Mitra Sepadan Finance;South Jakarta;IDR Disembunyikan;BPJS Kesehatan dan Ketenagakerjaan | Tunjangan Hari Raya | Bonus Tahunan;https://id.jobstreet.com/job/92906752?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Engineer (Grafana, Kafka, SQL);PT. HTC Global Software Services;Central Jakarta;Rp 8.500.000 – Rp 10.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92601046?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;9250000.0
Data Science & Analytics;DATA CLERK;CHINA RAILWAY 11 BUREAU GROUP CORPORATION;Batam Kota;Rp 4.500.000 – Rp 5.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92649472?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;4750000.0
Data Science & Analytics;Business Analyst;PT Nusantara Duta Solusindo (NDS);Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92637963?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Analyst (IoT);PT Ako Media Asia;West Jakarta;Rp 12.000.000 – Rp 17.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92665949?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;14500000.0
Data Science & Analytics;ERP Manager (Oracle Financial Functional);Halodoc;Setiabudi;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92806049?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Jr. Specialist Data Stewards;PT Bank Permata, Tbk;South Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92830580?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Annotation - E-Commerce - Yogyakarta Placement;Teleperformance;Yogyakarta Special Region;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93049324?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;ERP Governance;PT Nawa Data Solutions;Serpong;Rp 10.000.000 – Rp 15.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92598563?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;Data Engineer (Talend) - Central Jakarta - WFO (ID: 704742);PT PERSOL RECRUITMENT INDONESIA;Central Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92842586?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;ERPNext / Frappe Systems Developer;PT CryoCord Indonesia;Central Jakarta;Rp 16.000.000 – Rp 24.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93063036?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;20000000.0
Data Science & Analytics;Finance Analyst;Koperasi Astra International;Cempaka Putih;IDR Disembunyikan;Warm Working Environment | Extensive Well Being | Yearly Bonus;https://id.jobstreet.com/job/92816426?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Data Assistant - Midea Building Technology;Midea Electronics Indonesia;Tangerang;Rp 6.500.000 – Rp 7.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92611066?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6750000.0
Data Science & Analytics;Corporate Credit Analyst Senior Staff;PT Takari Kokoh Sejahtera;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92729297?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Strategy & Consumer Insight Specialist - Infinix;PT Transisi Mobile Indonesia;Jakarta;IDR Disembunyikan;"THR; BPJS; Cuti Tahunan; Asuransi Swasta; MCU Back Office | Tunjangan Situasional; Penghargaan Kehadiran Back Office; Team Building | HR Programs; Culture Kit; Bonus Akhir Tahun";https://id.jobstreet.com/job/92650897?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Technical Product Leader;PT Main Games Indonesia (Jakarta);South Jakarta;IDR Disembunyikan;Daily Allowance | Health Reimbursment | Catering Mon-Thu;https://id.jobstreet.com/job/92656359?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Administrasi;Kawan Lama Group;Paloh;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/90185025?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Analyst Client Technologies;PT Flextronics Technology Indonesia;Batam;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92892651?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;SAP Manager;PT. Berca Hardayaperkasa;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92804154?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Oracle DB Admin;PT. Nusantara Sawit Sejahtera, Tbk;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92895860?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT System Analyst;PT Mulia Rentalindo Persada;North Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92250571?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;Financial Analyst;PT Energasindo Heksa Karya;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92648317?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Demand Planning & Product Strategy Analyst;PT Coway International Indonesia;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92636336?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Systems Developer & Data Analyst;Sekolah Pelita Harapan;Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92884659?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Assistant Commercial Manager For Fashion Apparel;PT MDS Retailing Tbk;Karawaci;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92856654?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Junior AI & Data Engineer;PT Solusi Prima Packaging;South Tangerang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92818331?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Solution Analyst;PT Adi Sarana Armada (Assa Rent);North Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92605757?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Academic Operations (Data Focused);SEVEN Retail Group;Kebayoran Lama;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92718562?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Strategic Partner;PT Swadharma Duta Data;Jakarta;Rp 7.000.000 – Rp 10.000.000 per month;Pengembangan Skill & Pendampingan Karier yang Berkelanjutan | Lingkungan kerja supportif dalam pengembangan SDM | Stabilitas dan reputasi perusahaan yang terpercaya;https://id.jobstreet.com/job/92622371?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8500000.0
Data Science & Analytics;SOP System Procedure;JAPFA FOOD INDONESIA;West Jakarta;Rp 6.500.000 – Rp 7.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92998396?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;6750000.0
Data Science & Analytics;Supervisor Development Program Information Technology;PT Bintang Toedjoe;East Jakarta;IDR Disembunyikan;Fast-Track Your Leadership Career | Cross-Functional Business Exposure | Mentorship & Real Business Impact;https://id.jobstreet.com/job/93113310?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Functional Analyst Supervisor/IT Business Partner;PT SUMBER SETAMURNI;Medan;Rp 11.000.000 – Rp 14.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92661647?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;SENIOR FINANCE AND ACCOUNTING;PT Ungaran Sari Garments;Semarang;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92958461?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Project Analyst Transport;PT Rantai Dingin Asia ( Coldspace );East Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92694770?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;RELOCATE TO BALI - Workforce Management: Scheduler & Real Time Floor Monitoring;Teleperformance;Jakarta;IDR Disembunyikan;Highest salary range in Bali for the same position | Supporting career development to international exposure | Modern office, friendly team, and a workplace where you can feel relaxed;https://id.jobstreet.com/job/92720999?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Information Technology Auditor;PT Bank Mizuho Indonesia;Central Jakarta;IDR Disembunyikan;Attractive remuneration package | Great location to work;https://id.jobstreet.com/job/93074029?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;AI SEARCH & SEO SPECIALIST;PT Knitto Tekstil Indonesia;Bandung;IDR Disembunyikan;Work life balance | Learning & Development | Sports Activity;https://id.jobstreet.com/job/92626104?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Data Support (English Speaker);PT Artha Permata Makmur;South Jakarta;IDR Disembunyikan;Work Life Balance | Professional Growth | Innovative Environment;https://id.jobstreet.com/job/92866745?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT Business Analyst;PT Porto Indonesia Sejahtera;North Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92606203?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Coffee Research & Development Specialist;Perusahaan Rahasia;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92924721?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Product Manager (Indonesian Market);PT Transisi Mobile Indonesia;West Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92611553?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Accounting Analyst;PT Upartners Sukses Bersama;Central Jakarta;Rp 7.000.000 – Rp 8.000.000 per month;Basic Salary | BPJS TK, BPJS Kesehatan, Private Insurance, THR | Great working environment, Hybrid arrangements.;https://id.jobstreet.com/job/92600397?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;7500000.0
Data Science & Analytics;Demand Planning Staff;Daily Company;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93031342?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;AI & Business Process Automation Engineer;Halo Robotics;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92834282?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Business Analyst & Product Owner;PT Upartners Sukses Bersama;West Jakarta;Rp 13.000.000 – Rp 15.000.000 per month;Basic Salary | BPJS | Health Insurance;https://id.jobstreet.com/job/92611332?type=standard&ref=search-standalone&origin=cardTitle;0;0;1;0;0;0;0;0;0;0;0;0;14000000.0
Data Science & Analytics;Managerial Reporting Lead;PT Mitsui Leasing Capital Indonesia;Central Jakarta;Rp 12.000.000 – Rp 18.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92605662?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;15000000.0
Data Science & Analytics;Computer Vision Engineer;PT Azuba Indonesia Raya;Bandung;Rp 6.000.000 – Rp 9.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92707879?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7500000.0
Data Science & Analytics;Assistant Manager IT Database Administrator;PT Administrasi Medika;Central Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93000636?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;IT - System Development;PT. KARYA LISTRIK INDONESIA;North Jakarta;Rp 7.000.000 – Rp 8.500.000 per month;Lingkungan kerja yang mendukung pengembangan kompetensi;https://id.jobstreet.com/job/92482244?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;7750000.0
Data Science & Analytics;Budgeting System Developer;Indofood Group;South Jakarta;IDR Disembunyikan;Good place to learn | Positive work environment | End-to-End Project Involvement;https://id.jobstreet.com/job/93078365?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Accounting ERP Business Analyst - IT Solutions;PT Trust Recruit Indonesia;East Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92791250?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Administrasi/Operator SLIK (lokasi : Serang/Purwakarta/Pekanbaru);PT Bank Nationalnobu Tbk;Serang;Rp 3.000.000 – Rp 4.500.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/93091303?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;3750000.0
Data Science & Analytics;Strategic Planning Superintendent;PT Samindo Resources Tbk;South Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92728650?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Statutory Reporting;PT Bank JTrust Indonesia, Tbk;Central Jakarta;IDR Disembunyikan;Supportive work environment | Career opportunities | Competitive remuneration packages;https://id.jobstreet.com/job/92767229?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Product Development & Analyst - Fashion;KUKAI;North Jakarta;Rp 8.000.000 – Rp 9.000.000 per month;Lihat detail pada link.;https://id.jobstreet.com/job/92857596?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;8500000.0
Data Science & Analytics;System Support;PT. SASANA CIPTA MULIA;Pontianak;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92941650?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Product Owner IT;PT JBA Indonesia;West Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/92921597?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Research Consultant;PT BREXA RAYA INDONESIA;South Jakarta;Rp 10.000.000 – Rp 15.000.000 per month;Japanese company | Reserach Job | Consulting;https://id.jobstreet.com/job/92911679?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;12500000.0
Data Science & Analytics;Service Business Analyst (SAP, Billing, Invoice & OTR);Avia Jaya Indah, PT.;East Jakarta;Rp 20.000.000 – Rp 22.000.000 per month;Hands-on Exposure to SAP, Billing, Invoicing & Financial Operations | Opportunity to Work with a Global Energy Industry Leader | Salary up to IDR 22 Million Gross per Month;https://id.jobstreet.com/job/92794572?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;1;0;0;0;0;0;0;0;0;21000000.0
Data Science & Analytics;Data Finance Administrator;Perusahaan Rahasia;South Jakarta;IDR Disembunyikan;Working Culture | Working Environment | Dynamic role;https://id.jobstreet.com/job/92561576?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
Data Science & Analytics;Marketing Support SPV;PT Perindustrian Bapak Djenggot (Orang Tua Group);West Jakarta;IDR Disembunyikan;Lihat detail pada link.;https://id.jobstreet.com/job/93108866?type=standard&ref=search-standalone&origin=cardTitle;0;0;0;0;0;0;0;0;0;0;0;0;
